"ODG_11","ODG_12","ODG_13","ODG_1p","ODG_21","ODG_22","ODG_23","ODG_2p","ODG_31","ODG_32","ODG_33","ODG_3p","ODG_p1","ODG_p2","ODG_p3","ODG_pp","MOV_11",,,,,,,,,,,"MOV_12",,,,,,,,,,,"MOV_13",,,,,,,,,,,"MOV_1p",,,,,,,,,,,"MOV_21",,,,,,,,,,,"MOV_22",,,,,,,,,,,"MOV_23",,,,,,,,,,,"MOV_2p",,,,,,,,,,,"MOV_31",,,,,,,,,,,"MOV_32",,,,,,,,,,,"MOV_33",,,,,,,,,,,"MOV_3p",,,,,,,,,,,"MOV_p1",,,,,,,,,,,"MOV_p2",,,,,,,,,,,"MOV_p3",,,,,,,,,,,"MOV_pp",,,,,,,,,,,
0.20758,-3.1582,-2.8947,-3.3124,-3.6906,0.20874,-3.78,-3.6359,-2.3986,-3.0586,0.20576,-3.3418,-3.8706,-3.8337,-3.8791,0.2064,706.8261,706.8261,-135.0962,0,0,0,0,0,0,0,0,811.6739,752.9565,-1.7464,28.4458,2.7225,0.32541,28.0281,56.8031,0.75331,0.99214,1,646.5217,644.3696,-5.3445,15.3769,2.0702,0.54202,15.3526,31.0306,0.34603,0.99214,1,873.0435,762.7826,-0.83713,30.5056,2.8996,0.60806,30.0953,61.6651,1.0808,0.99214,1,692.5652,691.5435,5.0941,28.0321,2.7568,0.32541,28.3084,64.3276,1.1626,0.99214,1,728.6087,728.6087,-132.6024,0,0,0,0,0,0,0,0,615.1739,612.3478,3.5502,29.0374,2.7047,0.38177,28.959,62.957,1.1068,0.99214,1,772.9348,745.6304,0.85411,30.0615,2.6841,0.719,29.8819,62.48,1.7839,0.99214,1,791.8261,751.8043,-4.019,15.322,2.0805,0.54202,15.5516,33.0918,0.39942,0.99214,1,861.5217,773.3043,-1.7633,29.0755,2.6755,0.38177,28.7879,62.4426,0.79642,0.99214,1,679.7609,679.7609,-135.0105,0,0,0,0,0,0,0,0,909.5435,773.087,-0.57648,31.2358,2.8681,0.76807,30.4765,67.1351,1.1534,0.99214,1,543.4889,543.4,15.5656,34.3013,2.9902,0.60806,34.3162,88.9188,1.2472,0.99214,1,615.8444,615.2222,9.2832,33.8109,2.74,0.719,32.6207,73.2221,1.1468,0.99214,1,499.0833,499.0833,14.2897,34.866,2.9509,0.76807,33.9899,83.0877,1.259,0.99214,1,697.413,697.413,-127.1571,0,0,0,0,0,0,0,0,

